State,City,Organization Name,Facility Name,Application,SIC4,NAICS,Op Year,Latest Install Year,Capacity (kW),Prime Mover,Fuel Class - Prim Fuel,Last Verified,Project Profile Link,Microgrid,Critical Infrastructure,EPA Award Winner
MS,Jackson,Mississippi Baptist Medical Center,Baptist Medical Center,Hospitals,8062,62211,1991,1991,"4,600",Combustion Turbine,NG - Natural Gas,2015,http://www.chptap.org/Data/projects/ms_baptist_medical_center-Project_Profile.pdf,,X,
MS,Columbus,Weyerhaeuser Company,Chemical Recovery Facility,Pulp & Paper,2600,322,1982,1990,"122,600",Boiler/Steam Turbine,WASTE - Black Liquor,2014,,,,
MS,Greenville,Comet Agri Systems,"Comet Delta, Inc.",Food Processing,2044,311212,1989,1989,"5,000",Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,1988,,,,
MS,Eupora,Eupora Woodworking,Eupora Woodworking,Furniture,2511,337112,1985,1985,700,Boiler/Steam Turbine,WOOD - Wood,1990,,,,
MS,New Augusta,Georgia-Pacific Corporation,Leaf River Pulp Mill,Pulp & Paper,2611,32211,1984,1984,"50,000",Boiler/Steam Turbine,WASTE - Black Liquor,2014,,,,
MS,Yazoo City,CF Industries,CF Industries,Chemicals,2873,325311,1984,1984,"20,000",Combustion Turbine,NG - Natural Gas,2014,http://www.chptap.org/Data/projects/cf-industries_yazoo-Project_Profile.pdf,,,
MS,Pascagoula,"Chevron USA., Inc.",Chevron USA. Pascagoula Refinery,Petroleum Refining,2911,32411,1983,1983,"6,000",Boiler/Steam Turbine,WASTE - Waste Heat,2014,,,,
MS,Monticello,Georgia-Pacific Corporation,Monticello Pulp & Paper Mill,Pulp & Paper,2621,322121,1968,1968,"60,000",Boiler/Steam Turbine,WASTE - Black Liquor,2014,,,,
MS,Vicksburg,International Paper Company,Vicksburg Mill,Pulp & Paper,2621,322121,1967,1967,"50,500",Boiler/Steam Turbine,BIOMASS - Biomass,2016,,,,
MT,Missoula,City of Missoula / Highland West Energy,Missoula Wastewater Treatment Facility,Wastewater Treatment,4952,22132,2018,2018,220,Reciprocating Engine,BIOMASS - Digester Gas,2019,,,X,
MT,Fort Harrison,Montana Army National Guard,Fort William Henry Harrison,Military/Nat'l Security,9711,72111,2015,2015,60,Microturbine,NG - Natural Gas,2016,,,X,
MT,Columbia Falls,F.H. Stoltze Land and Lumber,F.H. Stoltze Land and Lumber Cogeneration Plant,Wood Products,2421,321113,2013,2013,"2,800",Boiler/Steam Turbine,WOOD - Wood Waste,2017,,,,
MT,Columbia Falls,Algae AquaCulture Technologies,Algae AquaCulture Technologies,Agriculture,241,111998,2013,2013,5,Reciprocating Engine,BIOMASS - Digester Gas,2017,,,,
MT,Bozeman,Montana State University,Montana State University,Colleges/Universities,8221,61131,2011,2011,900,Boiler/Steam Turbine,NG - Natural Gas,2014,,,X,
MT,Billings,City of Billings,Billings Landfill,Solid Waste Facilities,4953,562212,2010,2010,15,Reciprocating Engine,BIOMASS - Landfill Gas,2013,,,,
MT,Columbus,Stillwater Mining Co.,Stillwater Mine Recycling Plant,Misc. Services,5093,42393,2010,2010,5,Fuel Cell,NG - Natural Gas,2013,,,,
MT,Kalispell,Flathead County Solid Waste District,Flathead County Solid Waste District Central Landfill,Solid Waste Facilities,4953,562212,2010,2010,"1,600",Reciprocating Engine,BIOMASS - Landfill Gas,2013,,,,
MT,Corvallis,Huls Dairy,Huls Dairy,Agriculture,241,11212,2009,2009,50,Reciprocating Engine,BIOMASS - Digester Gas,2013,,,,
MT,Culbertson,ORMAT,Northern Border Pipeline Compressor Station #3*,Utilities,4922,48621,2009,2009,"6,500",Organic Rankine Cycle,WASTE - Waste Heat,2018,,,X,
MT,Missoula,University of Montana,Missoula College,Colleges/Universities,8221,61131,2006,2006,25,Reciprocating Engine,BIOMASS - Biomass,2006,,,X,
MT,Billings,"ExxonMobil Corporation / Billings Generation, Inc",Exxon Refinery,Petroleum Refining,2911,32411,1995,1995,"55,000",Boiler/Steam Turbine,WASTE - Petroleum Coke,2014,,,,
MT,Missoula,University of Montana,University of Montana Central Plant,Colleges/Universities,8221,61131,1995,1995,440,Backpressure Steam Turbine,WASTE - Steam,2013,http://www.chptap.org/Data/projects/UniversityOfMontanaMissoula-Project_Profile.pdf,,X,
MT,Helena,Young Electric Sign Company,Young Electric Sign Company (YESCO),Misc. Manufacturing,3993,33995,1989,1989,200,Reciprocating Engine,NG - Natural Gas,2017,,,,
MT,Sidney,Sidney Sugars Factory,Sidney Sugars Factory North,Food Processing,2063,311313,1951,1951,"4,000",Boiler/Steam Turbine,COAL - Coal,2018,,,,
NC,Raleigh,North Carolina State University / Ameresco,North Carolina State University - Cates Utility Plant,Colleges/Universities,8221,61131,2012,2018,"17,500",Combustion Turbine,NG - Natural Gas,2019,http://www.chptap.org/Data/projects/ncsu-Project_Profile.pdf,,X,
NC,Clinton,Prestage AgEnergy,Prestage Farms - Moltonville Cogeneration,Food Processing,2048,311119,2012,2017,"1,760",Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,2018,,,,
NC,Pineville,Charlotte-Mecklenburg County / Charlotte Water,McAlpine Creek Waste Water Treatment Plant,Wastewater Treatment,4952,22132,2017,2017,"1,059",Reciprocating Engine,BIOMASS - Digester Gas,2018,http://www.chptap.org/Data/projects/McAlpineWWTP-Project_Profile.pdf,,X,
NC,Winston-Salem,City of Winston-Salem / Forsyth County Utilities,Muddy Creek WWTP,Wastewater Treatment,4952,22132,2017,2017,550,Reciprocating Engine,BIOMASS - Digester Gas,2018,,,X,
NC,Charlotte,Blue Sphere Corp / 2G Energy,Orbit Energy Waste-to-Power Plant,Utilities,4911,221118,2016,2016,"5,200",Reciprocating Engine,BIOMASS - Digester Gas,2017,,,,
NC,Charlotte,"Clean Energy, LLC",Reventure Park,Commercial Buildings,6512,236220,2015,2015,"1,600",Reciprocating Engine,BIOMASS - Landfill Gas,2017,,,,
NC,Bladenboro,Storms Hog Power Partners LLC,Storm Farms,Agriculture,213,112210,2014,2014,600,Reciprocating Engine,BIOMASS - Digester Gas,2015,,,,
NC,Eden,Wellons Energy Solutions,Miller Brewing Company,Food Processing,2082,31212,1978,2014,"7,200",Boiler/Steam Turbine,OIL - Oil,2014,,,,
NC,Fletcher,Sierra Nevada Brewing,Sierra Nevada Brewing Mills River Brewery,Food Processing,2082,31212,2014,2014,400,Microturbine,BIOMASS - Digester Gas,2015,,,,
NC,Madison,Rockingham County,Solid Waste Management Division,Solid Waste Facilities,4953,562111,2014,2014,800,Reciprocating Engine,BIOMASS - Landfill Gas,2019,,,,
NC,New Bern,Weyerhaeuser Company,Weyerhaeuser Company,Pulp & Paper,2611,32211,2014,2014,"38,100",Boiler/Steam Turbine,WASTE - Black Liquor,2017,,,,
NC,Tarboro,2G Energy,Edgecombe County Landfill,Solid Waste Facilities,4953,562212,2014,2014,740,Reciprocating Engine,BIOMASS - Landfill Gas,2019,,,,
NC,Chapel Hill,Carolina Conduit Systems,UNC Landfill,Colleges/Universities,8221,611311,2013,2013,"1,059",Reciprocating Engine,BIOMASS - Landfill Gas,2016,,,X,
NC,Magnolia,Capital Renewable Partners,Swine Farm 1,Agriculture,213,112210,2013,2013,800,Reciprocating Engine,BIOMASS - Digester Gas,2019,,,,
NC,Magnolia,Capital Renewable Partners,Swine Farm 2,Agriculture,213,112210,2013,2013,500,Reciprocating Engine,BIOMASS - Digester Gas,2019,,,,
NC,Yadkinville,Duke Energy/Duke University/Loyd Ray Farms,Hog Farm Pilot Waste-to-Energy System,Agriculture,213,11221,2013,2013,65,Microturbine,BIOMASS - Agricultural Biomass,2016,,,,
NC,Bunnlevel,Black Farms,Black Farms,Agriculture,213,112210,2012,2012,60,Reciprocating Engine,BIOMASS - Digester Gas,2014,,,,
NC,Lewiston Woodville,Wellons Energy Solutions,Perdue Agribusiness,Food Processing,2015,112330,2012,2012,475,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,2012,,,,
NC,Lillington,Butler Farms,Butler Farms,Agriculture,213,112210,2012,2012,185,Reciprocating Engine,BIOMASS - Digester Gas,2014,,,,
NC,Roanoke Rapids,Kapstone Paper and Packaging Corporation,Roanoke Rapids Mill,Pulp & Paper,2621,322121,1990,2012,"28,100",Boiler/Steam Turbine,COAL - Coal,2014,,,,
NC,Rose Hill,Wellons Energy Solutions,House of Raeford Farms,Food Processing,2015,112330,2012,2012,575,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,2012,,,,
NC,Sanford,Pfizer Pharmaceuticals,Pfizer Global Supply Biomass Plant,Chemicals,2834,325413,2012,2012,250,Boiler/Steam Turbine,BIOMASS - Biomass,2012,,,,
NC,Wilkesboro,Wilkes County,Wilkes County Landfill,Solid Waste Facilities,4953,562212,2012,2012,100,Reciprocating Engine,BIOMASS - Landfill Gas,2018,,,,
NC,Cofield,Wellons-Perdue Biomass Facility,Wellons-Perdue Biomass Facility,Food Processing,2075,311222,2011,2011,495,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,2012,http://www.chptap.org/Data/projects/perdue-wellons-chp_project_profile1.pdf,,,
NC,Davidson,College,College,Colleges/Universities,8221,61131,2011,2011,101,Boiler/Steam Turbine,NG - Natural Gas,2012,,,X,
NC,Raleigh,North Carolina State University,NC State University Solar Center,Colleges/Universities,8221,61131,2010,2010,5,Reciprocating Engine,NG - Propane,2013,,,X,
NC,Oxford,Master WoodCraft Inc,Master WoodCraft Inc,Furniture,2531,33712,2008,2008,231,Backpressure Steam Turbine,WASTE - Steam,2009,,,,
NC,Benson,Food Lion Supermarket,Food Lion 2616,Food Sales,5411,44511,2007,2007,365,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Clayton,Food Lion Supermarket,Food Lion 149,Food Sales,5411,44511,2007,2007,400,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Elizabeth City,Food Lion Supermarket,Food Lion 2681,Food Sales,5411,44511,2007,2007,400,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Elizabeth City,Food Lion Supermarket,Food Lion 575,Food Sales,5411,44511,2007,2007,400,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Hertford,Food Lion Supermarket,Food Lion 1218,Food Sales,5411,44511,2007,2007,400,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,New Bern,Ingenco,Ingenco,Machinery,3500,333,2007,2007,"4,200",Reciprocating Engine,BIOMASS - Landfill Gas,2008,,,,
NC,New Bern,Food Lion Supermarket,Food Lion 817,Food Sales,5411,44511,2007,2007,400,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Smithfield,Johnston Hospital,Johnston Hospital,Hospitals,8062,62211,2007,2007,"4,000",Reciprocating Engine,OIL - Diesel,2008,,,X,
NC,Ayden,Minges Bottling,Minges Bottling,Food Processing,2026,312111,2006,2006,300,Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Elizabeth City,Albemarle Hospital,Albemarle Hospital,Hospitals,8062,62211,2006,2006,"1,800",Reciprocating Engine,OIL - Diesel,2015,,,X,
NC,Rocky Mount,City of Rocky Mount,City of Rocky Mount,General Gov't.,9100,92119,2006,2006,"2,900",Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Rocky Mount,The Cheesecake Factory,Cheesecake Factory Bakery,Food Processing,2053,311813,2006,2006,"1,600",Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Tarboro,Sara Lee Corporation,Sara Lee Cogeneration Project,Food Processing,2051,311812,2000,2006,"5,300",Combined Cycle,OIL - Diesel,2008,,,,
NC,Wilson,Novartis International,Sandoz,Chemicals,2834,325412,2006,2006,"2,000",Reciprocating Engine,OIL - Diesel,2008,,,,
NC,Kenansville,Smithfield Foods Vestal Farm,Vestal Farm,Agriculture,241,11212,2003,2003,30,Microturbine,BIOMASS - Digester Gas,2013,,,,
NC,Kinston,Smithfield Packing - Kinston Division,Kinston Smithfield Packing,Food Processing,2011,311611,2003,2003,"3,600",Reciprocating Engine,OIL - Distillate Fuel Oil,2007,,,,
NC,Newton,Catawba County / Appalachian State University,EcoComplex Biodiesel Facility / Blackburn Landfill,Colleges/Universities,8221,61131,1999,2002,"2,900",Reciprocating Engine,BIOMASS - Landfill Gas,2017,,,X,
NC,Wilson,Smithfield Packaging,Smithfield Packaging - Wilson,Food Processing,2011,311611,2002,2002,"2,600",Reciprocating Engine,OIL - Distillate Fuel Oil,2014,,,,
NC,Tar Heel,Smithfield Packing Co,Carolina Food Process Inc.Generation Facility 1,Food Processing,2011,311611,1993,1997,"28,500",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,,
NC,Winston-Salem,Enerdyne Ii/Dte Biomass Energy Systems,Hanes Road Landfill/Sara Lee Hosiery,Textiles,2251,313312,1996,1996,"4,500",Combustion Turbine,BIOMASS - Digester Gas,2015,,,,
NC,Cofield,Perdue Farms,Hertford Feed Mill,Food Processing,2041,311211,1995,1995,"5,000",Combined Cycle,NG - Natural Gas,2013,,,,
NC,Kinston,West Pharmaceutical Services,West Pharmaceutical Services,Chemicals,2833,325411,1995,1995,"1,200",Reciprocating Engine,OIL - Distillate Fuel Oil,N/A,,,,
NC,Southport,Archer Daniels Midland Company,ADM Southport,Food Processing,2000,311,1992,1995,"52,500",Combustion Turbine,NG - Natural Gas,2015,,,,
NC,Greenville,DSM Pharmaceuticals,Burroughs Wellcome Pharmaceuticals,Chemicals,2834,325412,1993,1993,"3,500",Combustion Turbine,OIL - Distillate Fuel Oil,2014,,,,
NC,Winston-Salem,"Ingedion, Inc.","Ingredion, Inc.",Food Processing,2046,311221,1986,1993,"8,400",Boiler/Steam Turbine,WOOD - Wood Waste,2015,http://www.chptap.org/Data/projects/ingredion-Project_Profile.pdf,,,
NC,Chapel Hill,University of North Carolina,UNC Cogeneration Facility,Colleges/Universities,8221,61131,1992,1992,"28,000",Boiler/Steam Turbine,COAL - Coal,2016,http://www.chptap.org/Data/projects/UNC_Chapel_Hill-CHP_Project_Profile.pdf,,X,X
NC,Old Fort,"Mid-South Cogeneration, Inc.",Wood-Waste Drying Project,Wood Products,2400,321,1992,1992,"4,500",Boiler/Steam Turbine,WOOD - Wood,1992,,,,
NC,Bessemer City,FMC Lithium,Bessemer City Chemical Plant,Chemicals,2819,325188,1991,1991,"5,500",Boiler/Steam Turbine,COAL - Coal,2016,,,,
NC,New Bern,Craven County Wood Energy LP,Craven County Industrial Park,Chemicals,2813,32512,1990,1990,"47,000",Boiler/Steam Turbine,WOOD - Wood Waste,2015,,,,
NC,Roanoke Rapids,Panda Energy/Panda-Rosemary,Bibb Company,Textiles,2211,31321,1990,1990,"180,000",Combined Cycle,NG - Natural Gas,2015,,,,
NC,Rocky Mount,Edgecombe Genco,Abbott Laboratories,Chemicals,2833,325411,1990,1990,"115,600",Boiler/Steam Turbine,COAL - Coal,2014,,,,
NC,Roxboro,Cogentrix/ Roxboro Cogeneration Plant,Collins & Aikman Textiles / CPI USA North Carolina Roxboro,Textiles,2211,31321,1987,1987,"52,000",Boiler/Steam Turbine,COAL - Coal,2010,,,,
NC,Southport,Cogentrix/ Southport Cogeneration Plant,Archer Daniels Midlands Phamaceuticals / CPI USA North Carolina Southport,Chemicals,2834,325412,1987,1987,"115,000",Boiler/Steam Turbine,COAL - Coal,2010,,,,
NC,Kenansville,Coastal Carolina Clean Power,Guilford East Corporation,Textiles,2258,313312,1986,1986,"27,000",Boiler/Steam Turbine,COAL - Coal,2015,,,,
NC,Lumberton,"Cogentrix of North Carolina, Inc.",West Pt. Pepperell/Alamac Knitting Mills,Textiles,2253,315192,1985,1985,"35,000",Boiler/Steam Turbine,COAL - Coal,2014,,,,
NC,Aurora,PCS Phosphate,PotashCorp,Chemicals,2819,325188,1984,1984,"51,900",Boiler/Steam Turbine,OTR - Other,2016,,,,
NC,Canton,Evergreen Packaging,Canton North Carolina,Pulp & Paper,2621,322121,1937,1979,"52,500",Boiler/Steam Turbine,COAL - Coal,2014,,,,
NC,Plymouth,Domtar Paper Company,Plymouth Mill,Pulp & Paper,2621,322121,1976,1978,"114,000",Boiler/Steam Turbine,WOOD - Wood Waste,2017,,,,
NC,Riegelwood,International Paper Company / Riegel,International Paper Riegelwood Mill,Pulp & Paper,2621,322121,1951,1976,"48,300",Boiler/Steam Turbine,BIOMASS - Biomass,2019,,,,
ND,Spiritwood,Great River Energy Spiritwood Station,Cargill Malt and Dakota Spirit AgEnergy,Food Processing,2083,311213,2014,2014,"99,000",Boiler/Steam Turbine,COAL - Coal,2014,,,,
ND,Glen Ullin,Montana-Dakota Utilities,Glen Ullin Station,Utilities,4922,48621,2009,2009,"5,300",Other Waste Heat to Power*,WASTE - Waste Heat,2018,,,,
ND,Zeeland,ORMAT,Northern Border Pipeline Compressor Station*,Utilities,4922,48621,2009,2009,"5,500",Organic Rankine Cycle,WASTE - Waste Heat,2018,,,X,
ND,Zeeland,ORMAT,Northern Border Pipeline Compressor Station (CS-6)*,Utilities,4922,48621,2009,2009,"5,500",Organic Rankine Cycle,WASTE - Waste Heat,2018,,,X,
ND,Manning,ORMAT,Northern Border Pipeline Compressor Station (CS-8)*,Utilities,4922,48621,2008,2008,"5,500",Organic Rankine Cycle,WASTE - Waste Heat,2018,,,X,
ND,St. Anthony,ORMAT,Northern Border Pipeline Compressor Station (CS-7)*,Utilities,4922,48621,2007,2007,"5,500",Organic Rankine Cycle,WASTE - Waste Heat,2019,http://www.chptap.org/Data/projects/NorthernBorderPipeline-Project_Profile.pdf,,X,
ND,Underwood,Great River Energy,Coal Creek Power Station / Blue Flint Ethanol Plant,Chemicals,2869,325193,2007,2007,"6,500",Boiler/Steam Turbine,COAL - Coal,2018,,,,
ND,Fargo,City of Fargo Landfill,Fargo City Landfill,Solid Waste Facilities,4953,562212,2006,2006,900,Reciprocating Engine,BIOMASS - Landfill Gas,2018,,,,
ND,Fargo,Holiday Inn,Holiday Inn - Fargo,Hotels,7011,72111,2002,2002,30,Microturbine,NG - Natural Gas,2004,,,,
ND,Hillsboro,American Crystal Sugar Co.,American Crystal Sugar Co.,Food Processing,2062,311312,1990,1990,"13,300",Boiler/Steam Turbine,COAL - Coal,2015,,,,
ND,Enderlin,Archer Daniels Midland Company,ADM Northern Sun Division,Food Processing,2000,311,1982,1982,"10,200",Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,2014,,,,
ND,Drayton,American Crystal Sugar Co.,American Crystal Sugar Company,Food Processing,2062,311312,1964,1964,"6,000",Boiler/Steam Turbine,COAL - Coal,2015,,,,
ND,Mandan,Andeavor,Mandan Refinery,Petroleum Refining,2911,32411,1958,1958,"7,500",Boiler/Steam Turbine,WASTE - Process Gas,2014,,,,
NE,Lincoln,University of Nebraska,University of Nebraska,Colleges/Universities,8221,61131,,,"4,500",Combined Cycle,NG - Natural Gas,2003,,,X,
NE,Omaha,First National Bank of Omaha,First National Bank of Omaha Computing Facility/Data Center,Misc. Services,7374,51821,2013,2013,400,Fuel Cell,NG - Natural Gas,2016,http://www.chptap.org/Data/projects/FirstNationalBank-Project_Profile.pdf,,X,
NE,Lincoln,District Energy Corporation,Lancaster County Adult Detention Facility Thermal Plant,Justice/Public Order,9223,92214,2012,2012,"4,800",Reciprocating Engine,NG - Natural Gas,2016,,,X,
NE,Columbus,Archer Daniels Midland Company,ADM Columbus,Chemicals,2869,325199,2009,2010,"70,000",Boiler/Steam Turbine,COAL - Coal,2013,,,,
NE,Wisner,City of Wisner,Wisner,District Energy,4961,22133,1969,2010,"3,800",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,X,
NE,Bridgeport,Bridgeport Ethanol,Bridgeport Ethanol,Chemicals,2869,325199,2009,2009,"2,000",Backpressure Steam Turbine,WASTE - Waste Heat,2010,,,,
NE,Dodge,Danny Kluthe Farm,O'Lean Energy Digester,Agriculture,241,11212,2005,2005,80,Reciprocating Engine,BIOMASS - Digester Gas,2017,,,,
NE,Omaha,Clearway Energy,Omaha District Energy Plant,District Energy,4961,22133,2003,2003,"6,000",Reciprocating Engine,NG - Natural Gas,2019,,,X,
NE,Omaha,City of Omaha,Missouri River Wastewater Treatment Plant,Wastewater Treatment,4952,22132,1985,2001,"3,000",Reciprocating Engine,BIOMASS - Digester Gas,2014,,,X,
NE,Bayard,Western Sugar Co,Western Sugar Co Bayard,Food Processing,2062,311312,1995,1995,"1,500",Boiler/Steam Turbine,NG - Natural Gas,2003,,,,
NE,Lincoln,"Lincoln Wastewater, Division of Public Works",Theresa Street Utilities,Wastewater Treatment,4952,22132,1992,1992,900,Reciprocating Engine,BIOMASS - Digester Gas,2015,,,X,
NE,Lincoln,Archer Daniels Midland Company,ADM Lincoln,Food Processing,2075,311222,1988,1988,"7,900",Boiler/Steam Turbine,COAL - Coal,2015,,,,
NE,Bellevue,City of Omaha,Papillion Creek Wastewater Treatment Plant,Wastewater Treatment,4952,22132,1987,1987,"1,500",Reciprocating Engine,BIOMASS - Digester Gas,2014,,,X,
NE,Omaha,Holiday Inn,Holiday Inn - Old Mill,Hotels,7011,72111,1987,1987,82,Reciprocating Engine,NG - Natural Gas,1990,,,,
NE,Scottsbluff,Original Equipment Corporation,Original Equipment Corporation,Transportation Equip.,3700,336,1964,1964,30,Reciprocating Engine,NG - Natural Gas,1990,,,,
NH,Durham,University of New Hampshire,Rudman Hall,Colleges/Universities,8221,61131,2017,2017,150,Backpressure Steam Turbine,WASTE - Steam,2019,,,X,
NH,Manchester,Burns Apartments,Burns Apartments,Multi-Family Buildings,6513,53111,2013,2013,80,Reciprocating Engine,NG - Natural Gas,2018,,,,
NH,Manchester,College,College,Colleges/Universities,8221,61131,2013,2013,65,Microturbine,NG - Natural Gas,2018,,,X,
NH,Unity,Sullivan County Biomass Project,Sullivan County Biomass Project,District Energy,4961,22133,2013,2013,40,Backpressure Steam Turbine,WOOD - Wood,2015,,,X,
NH,Exeter,SAU 16 Project Seacoast School of Technology,Seacoast School of Technology,Schools,8211,61111,2010,2010,65,Microturbine,NG - Natural Gas,2013,,,X,
NH,Campton,White Mountain National Forest Headquarters,White Mountain National Forest Headquarters,General Gov't.,9100,92111,2009,2009,125,Reciprocating Engine,NG - Natural Gas,2014,,,,
NH,Durham,University of New Hampshire,University of New Hampshire,Colleges/Universities,8221,61131,2006,2009,"12,500",Boiler/Steam Turbine,NG - Natural Gas,2017,,,X,
NH,Epping,Epping Town Hall,Epping Town Hall,General Gov't.,9100,92119,2008,2008,10,Reciprocating Engine,NG - Propane,2009,,,,
NH,Middleton,LaValley-Middleton Building Supply/Wood Products,LaValley-Middleton Building Supply/Wood Products,Wood Products,2499,321999,2007,2007,600,Boiler/Steam Turbine,WOOD - Wood Waste,2015,,,,
NH,Hampton,Foss Manufacturing Co. of New Hampshire,Hampton Facility,Textiles,2297,31323,1996,2000,"8,100",Combustion Turbine,OIL - Distillate Fuel Oil,2018,,,,
NH,Manchester,Velcro USA Inc,Velcro USA Inc.,Textiles,2241,313221,1990,2000,"8,600",Combustion Turbine,NG - Natural Gas,2015,,,,
NH,Nashua,City of Nashua,Nashua Wastewater treatment plant,Wastewater Treatment,4952,22132,2000,2000,365,Reciprocating Engine,BIOMASS - Digester Gas,2004,,,X,
NH,Plymouth,Plymouth Cogeneration L.P.,Plymouth State College Cogen Facility,Colleges/Universities,8221,61131,1994,2000,"2,800",Reciprocating Engine,OIL - Distillate Fuel Oil,2015,,,X,
NH,Hanover,Dartmouth College,Dartmouth College Heating Plant,Colleges/Universities,8221,61131,1992,1992,"4,000",Boiler/Steam Turbine,OIL - Residual Fuel Oil,2013,,,X,
NH,Greenfield,Crotched Mt Rehab Center,Crotched Mt Rehab Center,Hospitals,8069,62231,1990,1990,"2,100",Reciprocating Engine,OIL - Distillate Fuel Oil,2014,,,X,
NH,Manchester,"Independent Power of North America, Inc.",Manchester Mack Cogen,Wholesale/Retail,5012,42111,1989,1989,165,Reciprocating Engine,OIL - Oil,1990,,,,
NH,Keene,Cheshire Medical Center,Cheshire Medical Center,Hospitals,8062,62211,1988,1988,840,Reciprocating Engine,OIL - Oil,1990,,,X,
NH,Portsmouth,TE Subcom Middleton Supply,Lavalley-Middleton Building Supply,Primary Metals,3357,335929,1986,1986,600,Combustion Turbine,NG - Natural Gas,1990,,,,
NJ,Morris Plains,Morris View Nursing Home,Morris View Nursing Home,Nursing Homes,8051,62311,,,225,Reciprocating Engine,OTR - Other,2003,,,X,
NJ,Camden,"Camden Bioenergy, LLC / Camden County Municipal Utilities Authority",County Regional Wastewater Treatment System,Wastewater Treatment,4952,22132,2019,2019,"3,800",Reciprocating Engine,BIOMASS - Digester Gas,2019,,,X,
NJ,Jersey City,Grove Point,Grove Point Apartments,Multi-Family Buildings,6513,53111,2019,2019,75,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Lawrenceville,Office Building,Office Building,Commercial Buildings,6512,53112,2019,2019,"5,400",Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Newark,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2019,2019,450,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Newark,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2019,2019,75,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Sayreville,Educational Services Commission of New Jersey,Center for Lifelong Learning,Schools,8211,61111,2019,2019,75,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Vineland,Inspira Health,Inspira Medical Center Vineland,Hospitals,8062,82211,2019,2019,557,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,West New York,Multi-Family Building,Multi-Family Building,Multi-Family Buildings,6513,53111,2019,2019,75,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Butler,Butler Public Schools,Butler High School,Schools,8211,61111,2018,2018,35,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Hackettstown,Industrial Facility,Industrial Facility,Misc. Manufacturing,3999,339999,2018,2018,10,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Little Egg Harbor,Pinelands Regional School District,Pinelands Regional Junior High School,Schools,8211,61111,2018,2018,75,Reciprocating Engine,NG - Natural Gas,2018,,,X,
NJ,Middle Township,Unison Energy,Grocery Store,Food Sales,5411,44511,2018,2018,850,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Morristown,Atlantic Health System,Morristown Medical Center,Hospitals,8062,62211,2018,2018,"4,600",Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Mountain Lakes,Lakeland Hills YMCA,Lakeland Hills YMCA,Amusement/Recreation,7991,71394,2018,2018,75,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Mullica Hill,Inspira Health,Inspira Medical Center Mullica Hill,Hospitals,8062,62211,2018,2018,"1,109",Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Newark,2 Nevada Street,Nevada Street Apartments,Multi-Family Buildings,6513,53111,2018,2018,75,Reciprocating Engine,NG - Natural Gas,2019,,,,
NJ,Paterson,Paterson School District,School,Schools,8211,61111,2018,2018,35,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Paterson,Paterson School District,School,Schools,8211,61111,2018,2018,35,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Rahway,"Merck & Company, Inc.",Merck & Company-Rahway Plant,Chemicals,2834,325412,1977,2018,"15,950",Boiler/Steam Turbine,NG - Natural Gas,2019,,,,
NJ,Ridgewood,Ridgewood Public Schools,Ridgewood High School,Schools,8211,61111,2018,2018,75,Reciprocating Engine,NG - Natural Gas,2019,,,X,
NJ,Saddle Brook,Saddle Brook School District,Saddle Brook Middle/High School,Schools,8211,61111,2018,2018,75,Reciprocating Engine,NG - Natural Gas,2019,,,X,
